team,player,club,club_country,club_with_country,position,date_of_birth,age,age_as_of,age_source,age_source_url,fc26_ovr,rating_source,rating_confidence,notes,source_url,rating_url,headshot_url,last_verified_at
Bosnia and Herzegovina,Amir Hadžiahmetović,Hull City,England,Hull City [England],MF,1997-03-08,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/amir-hadziahmetovic-233053,71,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/amir-hadziahmetovic-233053,https://www.fcratings.com/assets/images/post/233053.png,2026-06-26
Bosnia and Herzegovina,Armin Gigović,Young Boys,Switzerland (Pantone),Young Boys [Switzerland (Pantone)],MF,2002-04-06,24,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/armin-gigovic-251617,71,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/armin-gigovic-251617,https://www.fcratings.com/assets/images/post/251617.png,2026-06-26
Bosnia and Herzegovina,Jovo Lukić,Universitatea Cluj,Romania,Universitatea Cluj [Romania],FW,1998-11-28,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/jovo-lukic-75209,70,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/jovo-lukic-75209,https://www.fcratings.com/assets/images/post/75209.png,2026-06-26
Bosnia and Herzegovina,Dženis Burnić,Karlsruher SC,Germany,Karlsruher SC [Germany],MF,1998-05-22,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/dzenis-burnic-228082,69,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/dzenis-burnic-228082,https://www.fcratings.com/assets/images/post/228082.png,2026-06-26
Bosnia and Herzegovina,Kerim Alajbegović,Red Bull Salzburg,Austria,Red Bull Salzburg [Austria],FW,2007-09-21,18,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/kerim-alajbegovic-75533,68,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/kerim-alajbegovic-75533,https://www.fcratings.com/assets/images/post/75533.png,2026-06-26
Bosnia and Herzegovina,Samed Baždar,Jagiellonia Białystok,Poland,Jagiellonia Białystok [Poland],FW,2004-01-31,22,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/samed-bazdar-72360,67,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/samed-bazdar-72360,https://www.fcratings.com/assets/images/post/72360.png,2026-06-26
Qatar,Al-Hashmi Al-Hussain,Al-Arabi,Qatar,Al-Arabi [Qatar],DF,2005-06-04,21,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ali-al-hussain-74689,54,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/ali-al-hussain-74689,https://www.fcratings.com/assets/images/post/74689.png,2026-06-26
Qatar,Hassan Al-Haydos ( captain ),Al-Sadd,Qatar,Al-Sadd [Qatar],FW,1990-12-11,35,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Hassan_Al-Haydos,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Akram Afif,Al-Sadd,Qatar,Al-Sadd [Qatar],FW,1996-11-18,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Akram_Afif,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Abdulaziz Hatem,Al-Rayyan,Qatar,Al-Rayyan [Qatar],MF,1990-01-01,36,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Abdulaziz_Hatem,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Karim Boudiaf,Al-Duhail,Qatar,Al-Duhail [Qatar],MF,1990-09-16,35,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Karim_Boudiaf,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Boualem Khoukhi,Al-Sadd,Qatar,Al-Sadd [Qatar],DF,1990-07-09,35,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Boualem_Khoukhi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Almoez Ali,Al-Duhail,Qatar,Al-Duhail [Qatar],FW,1996-08-19,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Almoez_Ali,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Pedro Miguel,Al-Sadd,Qatar,Al-Sadd [Qatar],DF,1990-08-06,35,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Pedro_Miguel_(footballer),,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Ahmed Alaaeldin,Al-Rayyan,Qatar,Al-Rayyan [Qatar],FW,1993-01-31,33,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ahmed_Alaaeldin,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Homam Ahmed,Cultural Leonesa,Spain,Cultural Leonesa [Spain],DF,1999-08-25,26,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Homam_Ahmed,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Mohammed Muntari,Al-Gharafa,Qatar,Al-Gharafa [Qatar],FW,1993-12-20,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mohammed_Muntari,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Meshaal Barsham,Al-Sadd,Qatar,Al-Sadd [Qatar],GK,1998-02-14,28,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Meshaal_Barsham,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Assim Madibo,Al-Wakrah,Qatar,Al-Wakrah [Qatar],MF,1996-10-22,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Assim_Madibo,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Ahmed Fathy,Al-Arabi,Qatar,Al-Arabi [Qatar],MF,1984-11-10,41,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ahmed_Fathy,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Qatar,Yusuf Abdurisag,Al-Wakrah,Qatar,Al-Wakrah [Qatar],FW,1999-08-06,26,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Yusuf_Abdurisag,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Switzerland,Gregor Kobel,Borussia Dortmund,Germany,Borussia Dortmund [Germany],GK,1997-12-06,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/gregor-kobel-235073,86,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as one of the team's highest-profile FC 26 players for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/gregor-kobel-235073,https://www.fcratings.com/assets/images/post/235073.png,2026-06-26
Switzerland,Manuel Akanji,Inter Milan,Italy,Inter Milan [Italy],DF,1995-07-19,30,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/manuel-akanji-229237,83,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/manuel-akanji-229237,https://www.fcratings.com/assets/images/post/229237.png,2026-06-26
Switzerland,Remo Freuler,Bologna,Italy,Bologna [Italy],MF,1992-04-15,34,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/remo-freuler-202024,82,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/remo-freuler-202024,https://www.fcratings.com/assets/images/post/202024.png,2026-06-26
Switzerland,Denis Zakaria,Monaco,France,Monaco [France],MF,1996-11-20,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/denis-zakaria-229261,81,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/denis-zakaria-229261,https://www.fcratings.com/assets/images/post/229261.png,2026-06-26
Switzerland,Ruben Vargas,Sevilla,Spain,Sevilla [Spain],FW,1998-08-05,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ruben-vargas-238581,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/ruben-vargas-238581,https://www.fcratings.com/assets/images/post/238581.png,2026-06-26
Switzerland,Breel Embolo,Rennes,France,Rennes [France],FW,1997-02-14,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/breel-embolo-222357,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/breel-embolo-222357,https://www.fcratings.com/assets/images/post/222357.png,2026-06-26
Switzerland,Dan Ndoye,Nottingham Forest,England,Nottingham Forest [England],FW,2000-10-25,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/dan-ndoye-257980,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/dan-ndoye-257980,https://www.fcratings.com/assets/images/post/257980.png,2026-06-26
Switzerland,Johan Manzambi,SC Freiburg,Germany,SC Freiburg [Germany],MF,2005-10-14,20,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/johan-manzambi-276694,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/johan-manzambi-276694,https://www.fcratings.com/assets/images/post/276694.png,2026-06-26
Switzerland,Ardon Jashari,Milan,Italy,Milan [Italy],MF,2002-07-30,23,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ardon-jashari-257186,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/ardon-jashari-257186,https://www.fcratings.com/assets/images/post/257186.png,2026-06-26
Switzerland,Nico Elvedi,Borussia Mönchengladbach,Germany,Borussia Mönchengladbach [Germany],DF,1996-09-30,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/nico-elvedi-221491,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/nico-elvedi-221491,https://www.fcratings.com/assets/images/post/221491.png,2026-06-26
Switzerland,Noah Okafor,Leeds United,England,Leeds United [England],FW,2000-05-24,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/noah-okafor-242530,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/noah-okafor-242530,https://www.fcratings.com/assets/images/post/242530.png,2026-06-26
Switzerland,Djibril Sow,Sevilla,Spain,Sevilla [Spain],MF,1997-02-06,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/djibril-sow-229752,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/djibril-sow-229752,https://www.fcratings.com/assets/images/post/229752.png,2026-06-26
Switzerland,Miro Muheim,Hamburger SV,Germany,Hamburger SV [Germany],DF,1998-03-24,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/miro-muheim-232839,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/miro-muheim-232839,https://www.fcratings.com/assets/images/post/232839.png,2026-06-26
